industry_code,pct_change
Surveying and Mapping (except Geophysical) Services,0.049084249084249076
Other Miscellaneous Durable Goods Merchant Wholesalers ,0.04872557997557997
Chicken Egg Production ,0.0473214285714286
Political Organizations ,0.04204545454545458
Nonferrous Forging ,0.04166666666666663
New Multifamily Housing Construction (except For-Sale Builders) ,0.039973544973544994
Other Gambling Industries ,0.03989576599870717
"Paint, Varnish, and Supplies Merchant Wholesalers ",0.038068181818181834
All Other Miscellaneous Waste Management Services ,0.03718944099378882
Casino Hotels,0.03690476190476194
All Other Amusement and Recreation Industries ,0.0354673104673105
"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",0.03407477025898081
"Trusts, Estates, and Agency Accounts ",0.029761904761904795
Office Machinery and Equipment Rental and Leasing,0.02797619047619046
Media Buying Agencies,0.027777777777777752
Beef Cattle Ranching and Farming ,0.027777777777777752
Flavoring Syrup and Concentrate Manufacturing,0.02592940685045947
Guided Missile and Space Vehicle Manufacturing ,0.025000000000000022
Computer Training ,0.0239010989010989
"Automotive Body, Paint, and Interior Repair and Maintenance ",0.022652618883137188
Offices of Lawyers,0.017418692584004025
Legal Counsel and Prosecution ,0.014772727272727243
Tobacco Product and Electronic Cigarette Merchant Wholesalers ,0.012445887445887427
Rubber and Plastics Hoses and Belting Manufacturing,0.011408730158730146
Hardwood Veneer and Plywood Manufacturing ,0.010120218943748371
Conveyor and Conveying Equipment Manufacturing ,0.008333333333333331
Cotton Farming,0.007142857142857145
"Brick, Stone, and Related Construction Material Merchant Wholesalers ",0.004276390562134885
Other Technical and Trade Schools ,0.0019206767476558917
Oil and Gas Field Machinery and Equipment Manufacturing ,0.0
Racetracks ,0.0
Saw Blade and Handtool Manufacturing ,0.0
Noncurrent-Carrying Wiring Device Manufacturing ,0.0
Inland Water Passenger Transportation ,0.0
Deep Sea Passenger Transportation ,0.0
"Soil Preparation, Planting, and Cultivating ",0.0
Industrial Process Furnace and Oven Manufacturing ,0.0
Formal Wear and Costume Rental,0.0
Direct Life Insurance Carriers ,-0.0006181046622223407
Food Product Machinery Manufacturing ,-0.0013458763458763234
Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,-0.00324675324675322
Printed Circuit Assembly (Electronic Assembly) Manufacturing ,-0.004807692307692291
Language Schools ,-0.005272108843537376
Motor Vehicle Electrical and Electronic Equipment Manufacturing,-0.0059808612440191145
Other Animal Food Manufacturing ,-0.006860902255639123
Public Relations Agencies,-0.0077485380116958935
Sign Manufacturing,-0.008315720611916266
All Other Miscellaneous Food Manufacturing ,-0.010766045548654263
Plumbing Fixture Fitting and Trim Manufacturing ,-0.01190476190476189
Title Abstract and Settlement Offices ,-0.012622549019607854
Used Merchandise Retailers ,-0.013328074854714211
Motion Picture Theaters (except Drive-Ins) ,-0.013761548410938657
Petroleum Refineries,-0.014423076923076955
Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,-0.016025641025641052
All Other Travel Arrangement and Reservation Services ,-0.019011837704629497
Fluid Power Pump and Motor Manufacturing ,-0.01904761904761909
Farm Labor Contractors and Crew Leaders ,-0.019642857142857184
Urethane and Other Foam Product (except Polystyrene) Manufacturing,-0.020833333333333343
Adhesive Manufacturing,-0.0216622458001768
Breakfast Cereal Manufacturing,-0.02182539682539683
Other Pressed and Blown Glass and Glassware Manufacturing ,-0.022321428571428603
Pharmaceutical Preparation Manufacturing ,-0.023483881346784585
Other Commercial Equipment Merchant Wholesalers ,-0.023966105269281668
Reinsurance Carriers ,-0.02408008658008659
Hardware Manufacturing,-0.027289377289377303
Synthetic Dye and Pigment Manufacturing,-0.027347652347652324
Other Engine Equipment Manufacturing ,-0.02926587301587305
Office Administrative Services,-0.02935126276087377
"Book, Periodical, and Newspaper Merchant Wholesalers ",-0.033245920745920726
"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills ",-0.033333333333333354
All Other Miscellaneous Wood Product Manufacturing ,-0.03362470862470862
Hardware Retailers ,-0.034433253570565064
Ice Cream and Frozen Dessert Manufacturing,-0.0357142857142857
Sports and Recreation Instruction ,-0.035730460662525915
Other Building Finishing Contractors,-0.03636869107364493
Materials Recovery Facilities ,-0.03663811369169215
Other Vegetable (except Potato) and Melon Farming ,-0.037344042569452424
Footwear Merchant Wholesalers ,-0.03749999999999998
Forest Nurseries and Gathering of Forest Products ,-0.037500000000000006
"Frozen Cakes, Pies, and Other Pastries Manufacturing ",-0.038475177304964525
Outdoor Power Equipment Retailers ,-0.04038461538461535
"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",-0.04166666666666666
"Scenic and Sightseeing Transportation, Water",-0.04166666666666666
Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,-0.041666666666666685
Seafood Product Preparation and Packaging,-0.0421626984126984
Toilet Preparation Manufacturing,-0.046048415186346225
Monetary Authorities-Central Bank,-0.04797979797979801
All Other Personal Services ,-0.05045707487886428
"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",-0.05261387163561079
Other Services Related to Advertising ,-0.05406315613724047
Custom Architectural Woodwork and Millwork Manufacturing ,-0.05492424242424243
Fertilizer (Mixing Only) Manufacturing ,-0.05555555555555558
Professional and Management Development Training ,-0.057216650962444465
Fluid Milk Manufacturing ,-0.057291666666666685
Barber Shops ,-0.05795454545454545
Metal Heat Treating ,-0.058928571428571414
Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,-0.05902777777777776
Machine Shops,-0.06027084757347914
Polish and Other Sanitation Good Manufacturing ,-0.06388888888888886
"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",-0.06574675324675325
Plastics Materials and Basic Forms and Shapes Merchant Wholesalers ,-0.0668498168498168
Hazardous Waste Collection ,-0.07539682539682539
Fruit and Vegetable Retailers ,-0.07666838665290676
Electric Power Distribution ,-0.0771670418600243
Heating Equipment (except Warm Air Furnaces) Manufacturing ,-0.07916666666666669
Musical Instrument and Supplies Retailers ,-0.08035714285714285
Executive Offices ,-0.08085317460317462
Window Treatment Retailers ,-0.08191556395715183
"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",-0.08267543859649126
Landscape Architectural Services,-0.08333333333333331
Plate Work Manufacturing ,-0.08333333333333331
Securities and Commodity Exchanges,-0.08333333333333333
Scheduled Freight Air Transportation ,-0.08333333333333333
Electromedical and Electrotherapeutic Apparatus Manufacturing ,-0.08409863945578233
Other Scientific and Technical Consulting Services,-0.08483162100456623
Postal Service,-0.0867248062015504
Poured Concrete Foundation and Structure Contractors ,-0.08882919162484484
Health and Welfare Funds ,-0.08948412698412697
Semiconductor and Related Device Manufacturing ,-0.09467299578059074
Framing Contractors ,-0.09583333333333335
Web Search Portals and All Other Information Services,-0.09613240598910802
Wood Container and Pallet Manufacturing,-0.09793716855284018
Industrial Valve Manufacturing ,-0.09962121212121211
Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds ,-0.10251316990210724
Custom Compounding of Purchased Resins ,-0.10267857142857142
Cemeteries and Crematories ,-0.10267857142857145
Prefabricated Wood Building Manufacturing ,-0.10414332399626519
Nonupholstered Wood Household Furniture Manufacturing ,-0.10416666666666666
"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",-0.10458886352408381
"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ",-0.10474206349206353
Beauty Salons ,-0.10947802197802198
"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",-0.11057692307692307
Armored Car Services ,-0.11781956781956782
Sanitary Paper Product Manufacturing ,-0.11995717393274724
Aircraft Engine and Engine Parts Manufacturing ,-0.12108717561098514
Other Crushed and Broken Stone Mining and Quarrying ,-0.12291666666666665
Pet and Pet Supplies Retailers ,-0.12359977770284614
Fluid Power Valve and Hose Fitting Manufacturing ,-0.125
Other Metal Container Manufacturing ,-0.12738095238095237
Other Nonhazardous Waste Treatment and Disposal ,-0.12797619047619047
Vending Machine Operators ,-0.1280410967578521
Masonry Contractors ,-0.12863695090439276
"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing ",-0.131473968897904
Other Grantmaking and Giving Services ,-0.13314668423364073
Teleproduction and Other Postproduction Services ,-0.1332614942528736
Credit Card Issuing ,-0.1357683982683983
Drywall and Insulation Contractors ,-0.1359296746138851
"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",-0.13671514606802773
Public Finance Activities ,-0.1375776015735448
Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),-0.13782051282051283
Flight Training ,-0.13856456043956045
Petroleum Bulk Stations and Terminals ,-0.13935237556561086
Mechanical Power Transmission Equipment Manufacturing ,-0.1405780780780781
Miscellaneous Financial Investment Activities ,-0.14375
Corrugated and Solid Fiber Box Manufacturing ,-0.14402935087078308
Ophthalmic Goods Merchant Wholesalers ,-0.14464285714285716
Fish and Seafood Retailers ,-0.14583333333333337
Recreational and Vacation Camps (except Campgrounds) ,-0.14615384615384613
Plastics Plumbing Fixture Manufacturing ,-0.14708237986270026
Business Associations ,-0.14900203962703965
Other Concrete Product Manufacturing ,-0.1491729759985338
"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",-0.1493426402819192
Other Leather and Allied Product Manufacturing ,-0.15
Fats and Oils Refining and Blending ,-0.1503205128205128
Administration of Urban Planning and Community and Rural Development ,-0.15159774436090226
Human Rights Organizations ,-0.15224125150910195
Industrial Design Services,-0.15251572327044027
Flooring Contractors,-0.1526136770497673
"Rooming and Boarding Houses, Dormitories, and Workers' Camps ",-0.15381944444444443
Apiculture,-0.15610328638497656
Power Boiler and Heat Exchanger Manufacturing,-0.15814950980392153
Other Business Service Centers (including Copy Shops) ,-0.16127558479532164
Private Mail Centers ,-0.16432748538011696
All Other Industrial Machinery Manufacturing ,-0.16455662393162393
Iron Foundries ,-0.16474632563661673
All Other Specialty Food Retailers ,-0.16514939309056959
Motor Vehicle Transmission and Power Train Parts Manufacturing,-0.16567153177060298
All Other Health and Personal Care Retailers ,-0.1660255488447896
Printing Ink Manufacturing,-0.16666666666666669
Administration of Air and Water Resource and Solid Waste Management Programs ,-0.1693452380952381
Plastics Material and Resin Manufacturing ,-0.1721893302775656
Other Aircraft Parts and Auxiliary Equipment Manufacturing ,-0.1727328932410602
Other Measuring and Controlling Device Manufacturing ,-0.17347297568816553
All Other Transit and Ground Passenger Transportation ,-0.1740601032592419
All Other Converted Paper Product Manufacturing ,-0.1789351851851852
"Doll, Toy, and Game Manufacturing",-0.18154761904761907
Toy and Hobby Goods and Supplies Merchant Wholesalers ,-0.18214285714285716
"Roofing, Siding, and Insulation Material Merchant Wholesalers ",-0.18427614948418392
Newspaper Publishers ,-0.18661551577152602
Specialty (except Psychiatric and Substance Abuse) Hospitals ,-0.18722505950766824
Lessors of Other Real Estate Property ,-0.18738553113553116
General Line Grocery Merchant Wholesalers ,-0.18881820772274735
Paint and Wallpaper Retailers ,-0.18988095238095237
Pesticide and Other Agricultural Chemical Manufacturing,-0.19070512820512825
Court Reporting and Stenotype Services ,-0.19106432549153313
Asphalt Paving Mixture and Block Manufacturing ,-0.19166666666666668
Home and Garden Equipment Repair and Maintenance ,-0.19191919191919193
Offices of Chiropractors ,-0.19234182621674717
Marinas,-0.19374999999999998
Other Construction Material Merchant Wholesalers ,-0.19383012820512824
Drugs and Druggists' Sundries Merchant Wholesalers ,-0.1959293936872122
All Other Miscellaneous General Purpose Machinery Manufacturing ,-0.19805194805194806
Grantmaking Foundations ,-0.19902655588139456
Other Financial Vehicles ,-0.2
Office Furniture (except Wood) Manufacturing ,-0.20288461538461539
Fire Protection ,-0.20371621621621622
Museums ,-0.204694976076555
Reupholstery and Furniture Repair,-0.20478479853479853
Cosmetology and Barber Schools ,-0.20600414078674947
Apprenticeship Training ,-0.20625
All Other Telecommunications ,-0.20677238839209974
Synthetic Rubber Manufacturing ,-0.20833333333333337
Voluntary Health Organizations ,-0.2110918062641439
Used Household and Office Goods Moving,-0.21139049796569506
Offices of Podiatrists ,-0.2125
Solid Waste Landfill ,-0.2131944444444444
Paper Mills ,-0.21358527385313103
"Trust, Fiduciary, and Custody Activities ",-0.21540519877675843
Unlaminated Plastics Profile Shape Manufacturing ,-0.216025641025641
Cheese Manufacturing ,-0.21645021645021645
Residential Remodelers ,-0.21645741629985327
Interurban and Rural Bus Transportation,-0.21666666666666665
Construction Sand and Gravel Mining ,-0.21685139573070608
Surgical and Medical Instrument Manufacturing ,-0.21849259974259974
All Other Miscellaneous Chemical Product and Preparation Manufacturing ,-0.2187609867572952
Coal and Other Mineral and Ore Merchant Wholesalers ,-0.21945979128299573
Motor Vehicle Brake System Manufacturing,-0.21957359988020367
Nuclear Electric Power Generation ,-0.22084859584859584
Zoos and Botanical Gardens ,-0.22197420634920634
Industrial Mold Manufacturing ,-0.22270114942528738
Metal Tank (Heavy Gauge) Manufacturing,-0.2248623553564763
Administration of Veterans' Affairs ,-0.2262750180853629
Convenience Retailers ,-0.22644107019107018
Automotive Glass Replacement Shops ,-0.22972614281678894
Manufactured (Mobile) Home Dealers ,-0.2302927927927928
Distilleries ,-0.23076923076923075
"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers ",-0.2334280303030303
Wireless Telecommunications Carriers (except Satellite),-0.23466457214927952
New Housing For-Sale Builders ,-0.238049853372434
Fine Arts Schools ,-0.23929110105580692
Farm Machinery and Equipment Manufacturing ,-0.2409722222222222
"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",-0.241010101010101
Pulp Mills ,-0.2418831168831169
Tile and Terrazzo Contractors,-0.24196428571428572
Tire Manufacturing (except Retreading) ,-0.24295714417294967
Travel Trailer and Camper Manufacturing ,-0.24365563454273137
"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ",-0.2439415708812261
Luggage and Leather Goods Retailers ,-0.24467418546365916
Specialized Automotive Repair ,-0.2450414169164169
Nature Parks and Other Similar Institutions,-0.2455357142857143
Convention and Visitors Bureaus ,-0.2463888888888889
Art Dealers ,-0.24649122807017543
Boat Building ,-0.24748789320166653
Floriculture Production ,-0.24791666666666665
Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,-0.24819862155388475
Motor Vehicle Parts (Used) Merchant Wholesalers ,-0.2485599078341014
Coastal and Great Lakes Freight Transportation ,-0.25
Strawberry Farming ,-0.25
Other Specialized Design Services,-0.25
"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing ",-0.25
Other Metal Valve and Pipe Fitting Manufacturing ,-0.25
Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ,-0.25
Printing and Writing Paper Merchant Wholesalers ,-0.25
Food (Health) Supplement Retailers ,-0.25089285714285714
Confectionery and Nut Retailers ,-0.25277777777777777
Motor Vehicle Towing,-0.2531204906204906
"Hobby, Toy, and Game Retailers ",-0.25561887710510184
Fresh Fruit and Vegetable Merchant Wholesalers ,-0.25953232242422203
"Showcase, Partition, Shelving, and Locker Manufacturing ",-0.2615384615384615
"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers ",-0.26179909731206835
Packaged Frozen Food Merchant Wholesalers ,-0.26200225739844607
Libraries and Archives ,-0.26245015337423316
Cane Sugar Manufacturing ,-0.2638020833333333
Meat Retailers ,-0.2643315018315018
Textile Bag and Canvas Mills ,-0.26489898989898986
Other Fabricated Wire Product Manufacturing ,-0.26515151515151514
Other Performing Arts Companies ,-0.2670940170940171
Other Insurance Funds ,-0.26721887550200807
All Other Traveler Accommodation ,-0.26871493688639553
"Power, Distribution, and Specialty Transformer Manufacturing ",-0.268762677484787
Other Activities Related to Credit Intermediation ,-0.26942640692640696
Poultry and Poultry Product Merchant Wholesalers ,-0.27083783528474625
Refrigeration Equipment and Supplies Merchant Wholesalers ,-0.2709573412698413
Rendering and Meat Byproduct Processing ,-0.27249999999999996
Tortilla Manufacturing,-0.273015873015873
Security Systems Services (except Locksmiths) ,-0.2733256499494646
Advertising Agencies,-0.2768234140247008
Family Planning Centers ,-0.2769028807387176
General Rental Centers,-0.277354683960761
"Fastener, Button, Needle, and Pin Manufacturing ",-0.2799433888060937
All Other Miscellaneous Schools and Instruction ,-0.28012152777777777
Retail Bakeries ,-0.28464912280701754
Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers ,-0.2849326599326599
All Other Legal Services ,-0.28562726260094684
Offices of Mental Health Practitioners (except Physicians) ,-0.28711484593837533
Softwood Veneer and Plywood Manufacturing ,-0.28758503401360547
Ball and Roller Bearing Manufacturing,-0.2892598254114752
Cut and Sew Apparel Contractors ,-0.2899038461538461
Child and Youth Services ,-0.2900903850062795
Soap and Other Detergent Manufacturing ,-0.29084461637653125
"Gift, Novelty, and Souvenir Retailers ",-0.29215297772237614
Other Personal and Household Goods Repair and Maintenance ,-0.2931547619047619
"Kaolin, Clay, and Ceramic and Refractory Minerals Mining ",-0.2935749299719888
Marketing Research and Public Opinion Polling,-0.2954545454545454
Ship Building and Repairing ,-0.2958333333333334
Commercial Screen Printing ,-0.29606350946811477
Locksmiths ,-0.296875
Professional Organizations ,-0.29709776943124333
Diet and Weight Reducing Centers ,-0.2974137931034483
Office Equipment Merchant Wholesalers ,-0.30148712424335694
Home Furnishing Merchant Wholesalers ,-0.30257922529653847
Telephone Answering Services ,-0.30274690557656414
Other Heavy and Civil Engineering Construction ,-0.30658677605948653
Packing and Crating ,-0.3069350122618374
"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",-0.307033096926714
Diagnostic Imaging Centers ,-0.3070687383522872
Police Protection ,-0.30804059437495024
All Other Support Activities for Transportation ,-0.3099984110258083
Regulation of Agricultural Marketing and Commodities ,-0.31120043520309476
Fabric Coating Mills,-0.3115942028985508
Other Waste Collection ,-0.3134059153027303
Jewelry Retailers ,-0.31362264303057896
All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,-0.3161838161838162
Footwear Manufacturing ,-0.3172519604500511
School and Employee Bus Transportation,-0.3191426534976072
"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",-0.31935483870967746
Mobile Food Services,-0.3199350459786892
Ornamental and Architectural Metal Work Manufacturing ,-0.3204434018456014
Cement Manufacturing,-0.32045454545454544
Motor Vehicle Body Manufacturing ,-0.3206923867449278
Tree Nut Farming ,-0.3211111111111111
Photofinishing Laboratories (except One-Hour) ,-0.32152230971128615
General Automotive Repair ,-0.3243207753250583
Research and Development in the Social Sciences and Humanities ,-0.3264275885792914
Berry (except Strawberry) Farming ,-0.3287326388888889
Clay Building Material and Refractories Manufacturing ,-0.3303671608896013
Machine Tool Manufacturing ,-0.3308712121212122
Nonchocolate Confectionery Manufacturing,-0.33395061728395065
"Scenic and Sightseeing Transportation, Land",-0.34022898776997135
Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,-0.34230088331142255
Peanut Farming ,-0.3425387596899225
Other Noncitrus Fruit Farming ,-0.34456002331002333
Limousine Service,-0.345343660968661
Crushed and Broken Granite Mining and Quarrying ,-0.34960357624831306
Correctional Institutions ,-0.3510845703313147
Flat Glass Manufacturing ,-0.35140251240449627
All Other Publishers ,-0.35188442642008533
Exterminating and Pest Control Services,-0.35196756568239945
Parole Offices and Probation Offices ,-0.3532360312546071
"Environment, Conservation and Wildlife Organizations ",-0.35700549450549446
"Gasket, Packing, and Sealing Device Manufacturing ",-0.357322946661182
Packaging Machinery Manufacturing ,-0.35855263157894735
Glass Container Manufacturing ,-0.3621162280701754
Nonscheduled Chartered Passenger Air Transportation ,-0.36230399717241824
Commercial Photography ,-0.3638547407093401
"Other Aluminum Rolling, Drawing, and Extruding ",-0.3684990553547255
Home Health Equipment Rental ,-0.37366215915050544
Direct Title Insurance Carriers ,-0.37777777777777777
All Other Automotive Repair and Maintenance ,-0.3793859649122807
Motion Picture and Video Distribution,-0.38000000000000006
Commercial and Service Industry Machinery Manufacturing ,-0.38092058404558404
Offices of Real Estate Appraisers ,-0.3819444444444444
Broilers and Other Meat Type Chicken Production ,-0.3838286713286713
Interior Design Services,-0.3839589737959303
Labor Unions and Similar Labor Organizations ,-0.3840659340659341
Wood Office Furniture Manufacturing ,-0.3890567765567765
Boat Dealers ,-0.391304347826087
Sporting and Athletic Goods Manufacturing,-0.3928571428571428
Alumina Refining and Primary Aluminum Production ,-0.39285714285714285
Carpet and Upholstery Cleaning Services,-0.3959575512207091
Pension Funds ,-0.4
"Offices of Physicians, Mental Health Specialists ",-0.40116593421738944
Administration of General Economic Programs ,-0.40625
Household Furniture (except Wood and Upholstered) Manufacturing ,-0.4091954022988506
Direct Mail Advertising,-0.41040372670807457
Iron and Steel Mills and Ferroalloy Manufacturing ,-0.4117647058823529
"Sewing, Needlework, and Piece Goods Retailers ",-0.4187185929648241
Temporary Shelters ,-0.42010555386597215
Commodity Contracts Intermediation ,-0.425
Funeral Homes and Funeral Services ,-0.4250669447363812
Narrow Fabric Mills and Schiffli Machine Embroidery,-0.4285714285714286
Taxi and Ridesharing Services ,-0.42984590429845904
"Electroplating, Plating, Polishing, Anodizing, and Coloring ",-0.43083276372750057
Hunting and Trapping,-0.4473684210526316
Sound Recording Studios,-0.45
Engineered Wood Member Manufacturing ,-0.45441607981220655
Savings Institutions and Other Depository Credit Intermediation ,-0.45454545454545453
Other Sound Recording Industries,-0.4583333333333333
"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",-0.47619047619047616
Reconstituted Wood Product Manufacturing ,-0.47802197802197804
Medicinal and Botanical Manufacturing ,-0.48856837606837605
Concrete Block and Brick Manufacturing ,-0.49496221662468515
Support Activities for Animal Production,-0.49747155499367884
Elevator and Moving Stairway Manufacturing ,-0.4989106753812636
Motor and Generator Manufacturing ,-0.5
Relay and Industrial Control Manufacturing ,-0.5
"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",-0.5175736961451247
Advertising Material Distribution Services,-0.5206349206349207
Ground or Treated Mineral and Earth Manufacturing ,-0.5238095238095238
All Other Miscellaneous Crop Farming ,-0.5333333333333333
"Frozen Fruit, Juice, and Vegetable Manufacturing ",-0.5333333333333334
All Other Miscellaneous Electrical Equipment and Component Manufacturing ,-0.5714285714285714
Cutting Tool and Machine Tool Accessory Manufacturing ,-0.5809523809523809
Other Electronic Component Manufacturing ,-0.6137931034482759
Wineries ,-0.6456521739130434
Deep Sea Freight Transportation ,-0.6666666666666667
Bed-and-Breakfast Inns ,-0.6944444444444444
Port and Harbor Operations,-0.6982142857142857
"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",-0.8
Spring Manufacturing ,-0.8125
Line-Haul Railroads ,-0.8235294117647058
Other Communication and Energy Wire Manufacturing ,-0.84
Power-Driven Handtool Manufacturing ,-0.85
Apple Orchards ,-0.8518518518518519
Tire Retreading ,-0.875
Steel Wire Drawing ,-0.8823529411764706
Air and Gas Compressor Manufacturing ,-0.8974358974358975
Research and Development in Nanotechnology ,-0.9272727272727272
Potato Farming ,-0.9361702127659575
American Indian and Alaska Native Tribal Governments ,-0.9552238805970149
Inland Water Freight Transportation ,-0.9647058823529412
Skiing Facilities,-0.9693877551020408
Custom Roll Forming ,-0.9941520467836258
